alegre	ɐlɛɣɾɨ
alegremente	ɐlɛɣɾɨmẽtɨ
alegres	ɐlɛɣɾɨʃ
alegria	ɐlɨɣɾiɐ
aleijado	ɐlɐjʒaðu
aleijamento	ɐlɐjʒɐmẽtu
aleijamento	ɐlejʒɐmẽtu
aleijar	ɐlɐjʒaɾ
aleijar	ɐlejʒaɾ
além	alɐ̃j̃
alemanha	ɐlɨmɐɲɐ
alenquer	ɐlẽkɛɾ
alentejo	ɐlẽtɛʒu
aleppo	ɐlɛpu
alertamente	alɛɾtɐmẽtɨ
aletria	ɐlɨtɾiɐ
alexandra	əɫɨʃə̃dɾə
alexandre	əɫɨʃə̃dɾə
alfabetização	alfɐβɨtizɐsɐ̃w̃
alfabeto	aɫfɐβɛtu
alface	aɫfasɨ
alfacinha	aɫfɐsiɲɐ
alfaiate	aɫfɐɪ̯atɨ
alfândega	aɫfɐ̃dɨɣɐ
alfarrábio	aɫfɐʁaβiu
alfarrábio	aɫfɐʁaβju
alfarrábio	aɫfɐʁabiu
alfarrábio	aɫfɐʁabju
alfazema	aɫfɐzemɐ
alfinete	aɫfinɛti
alfisol	alfisɔl
alforge	aɫfɔɾʒɨ
alforria	aɫfuʁiɐ
alforriar	aɫfuʁjɐɾ
algaravia	aɫɣɐɾɐviɐ
alghero	alɡɛɾu
algibeira	aɫʒiβɐjɾɐ
algo	aɫɣu
alguém	aɫɡɐ̃j̃
alguma	alɡumɐ
algumas	alɡumɐʃ
alguns	alɡũʃ
algures	aɫɣuɾɨʃ
alhear	ɐʎjaɾ
alheio	ɐʎɐju
alheio	ɐʎeju
alho	aʎu
alhur	ɐʎuɾ
alhures	ɐʎuɾɨʃ
ali	ɐli
aliado	ɐljaðu
aliança	aliɐ̃sa
aliança	aliɐ̃sɐ
aliança	ɐljɐ̃sɐ
aliás	ɐljaʃ
alicerce	ɐlisɛɾsɨ
alijó	ɐliʒɔ
alínea	ɐlinjɐ
alinhado	ɐliɲaðu
alinhamento	ɐliɲɐmẽtu
alinhar	ɐliɲaɾ
alisar	ɐlizaɾ
alívio	ɐliviu
alívio	ɐlivju
aljezur	ɐɫʒɨzuɾ
aljôfar	aɫʒofaɾ
aljustrel	ɐɫʒuʃtɾɛɫ
alma	aɫmɐ
almada	ɐɫmaðɐ
almanaque	aɫmɐnakɨ
almas	aɫmɐʃ
almeida	aɫmejðɐ
almeirim	ɐɫmɐjɾĩ
almoçar	aɫmusaɾ
almoço	aɫmosu
almoço	aɫmɔsu
almodôvar	aɫmudovaɾ
almofada	aɫmufaðɐ
almude	aɫmuðɨ
alongamento	ɐlõɡɐmẽtu
alongar	ɐlõɡaɾ
alperce	aɫpɛɾsɨ
alperche	aɫpɛɾʃɨ
alpiarça	ɐɫpiaɾsɐ
alpinismo	aɫpiniʒmu
alpinista	aɫpiniʃtɐ
alta	aɫtɐ
altar	aɫtaɾ
altas	aɫtɐʃ
altear	aɫtjaɾ
altera	aɫtɛɾa
alternado	aɫtɨɾnaðu
alternar	aɫtɨɾnaɾ
alternativa	aɫtɨɾnɐtivɐ
alteza	aɫtezɐ
altitude	aɫtituðɨ
alto	aɫtu
altos	aɫtuʃ
altura	aɫtuɾɐ
aluado	ɐlwaðu
alucinar	ɐlusinaɾ
aludir	ɐluðiɾ
alugado	ɐluɣaðu
alugar	ɐluɡaɾ
aluguer	ɐluɡɛɾ
alumiado	ɐlumjaðu
alumiar	ɐlumjaɾ
aluno	ɐlunu
alva	aɫvɐ
alvaiázere	aɫvɐjazɨɾɨ
alves	aɫvɨʃ
alvíssaras	aɫvisɐɾɐʃ
alvito	ɐɫvitu
alvo	aɫvu
alvor	aɫvoɾ
alvoroço	aɫvuɾosu
alvoroço	aɫvuɾɔsu
ama	ɐmɐ
amado	ɐmaðu
amadora	ɐmɐðoɾɐ
amadora	ɐmɐðoɾɐ
âmago	ɐmɐɣu
amainar	ɐmajnaɾ
amanhã	amɐɲɐ̃
amanhecer	ɐmɐɲɨseɾ
amansador	ɐmɐ̃sɐðoɾ
amansar	ɐmɐ̃saɾ
amante	ɐmɐ̃tɨ
amapá	ɐmɐpa
amar	amar
amar	ɐmaɾ
amaral	ɐmɐɾaɫ
amarante	ɐmɐɾɐ̃tɨ
amarelar	ɐmɐɾɨlaɾ
amarelo	ɐmɐɾɛlu
amares	ɐmaɾɨʃ
amares	ɐmaɾɨʃ
amargamente	ɐmaɾɣɐmẽtɨ
amargo	ɐmaɾɣu
amargura	ɐmɐɾɣuɾɐ
amarone	ɐmɐɾonɨ
amassar	ɐmɐsaɾ
amaterasu	ɐmɐtɨɾɐsu
amável	ɐmavɛɫ
amazonas	ɐmɐzonɐʃ
amazônia	amazonja
âmbar	ɐ̃baɾ
ambas	ɐ̃bɐʃ
ambição	ɐ̃bisɐ̃w̃
ambiente	ɐ̃bjẽtɨ
ambíguo	ɐ̃biɣwu
âmbito	ɐ̃bitu
ambos	ɐ̃buʃ
ambulância	ɐ̃bulɐ̃sjɐ
ameaça	ɐmjasɐ
amedrontar	ɐmɨðɾõtaɾ
ameixa	ɐmɐjʃɐ
amém	amɐ̃j̃
amém	amẽj̃
amém	amɛn
amendoim	ɐmẽdwĩ
ameno	ɐmenu
américa	amɛɾikɐ
americano	ameɾikɜnu
amieiro	ɐmjɐjɾu
amieiro	ɐmjejɾu
amiga	ɐmiɣɐ
amigar	ɐmiɣaɾ
amigável	ɐmiɣavɛɫ
amígdala	ɐmiɣðɐlɐ
amigdalite	ɐmiɣðɐlitɨ
amigo	ɐmiɣu
amigos	ɐmiɣuʃ
amiúde	ɐmjudɨ
amizade	ɐmizaðɨ
amnistia	ɐmniʃtiɐ
amo	ɐmu
amolar	ɐmulaɾ
amolecer	ɐmulɨseɾ
amolgar	ɐmoɫɡaɾ
amor	ɐmoɾ
amora	ɐmɔɾɐ
amores	ɐmoɾɨʃ
amplo	ɐ̃plu
ampola	ɐ̃polɐ
ampulheta	ɐ̃puʎetɐ
amuleto	ɐmuletu
amurca	ɐmurkɐ
ana	ɐnɐ
anadia	ɐnɐðiɐ
analisar	ɐnɐlizaɾ
análise	ɐnalizɨ
ananás	ɐnɐnaʃ
anarquia	anaɾkiɐ
ancho	ɐ̃ʃu
ancião	ɐ̃siɐ̃w
ancinho	ɐ̃siɲu
ancora	ɐ̃kɔɾɐ
âncora	ɐ̃kuɾɐ
ancorar	ɐ̃kuɾaɾ
anda	ɐ̃dɐ
andaime	ɐ̃dajmɨ
andam	ɐ̃dɐ̃w̃
andando	ɐ̃dɐ̃du
andante	ɐ̃dɐ̃tɨ
andar	ɐ̃daɾ
andas	ɐ̃dɐʃ
andava	ɐ̃davɐ
ando	ɐ̃du
andor	ɐ̃dor
andorinha	ɐ̃duɾiɲɐ
andorra	ɐ̃doʁɐ
andou	ɐ̃dow
andrajo	ɐ̃dɾaʒu
andrajoso	ɐ̃dɾaʒozo
andré	ɐ̃dɾɛ
anedota	ɐnɯ̽ðɔtɐ
anedótico	ɐnɨðɔtiku
anel	ɐnɛɫ
anexo	ɐnɛksu
ânfora	ɐ̃fuɾɐ
angola	ɐ̃ɡɔlɐ
anguila	ɐ̃ɡilɐ
angular	ɐ̃ɡulaɾ
ângulo	ɐ̃ɡulu
ângulo	ɐ̃ɡulu
anguloso	ɐ̃ɡulozu
angústia	ɐ̃ɡuʃtjɐ
anho	ɐɲu
anil	ɐniɫ
animado	ɐnimaðu
animal	ɐnimaɫ
animar	ɐnimaɾ
anime	animi
animê	anime
ânimo	ɐnimu
animosidade	ɐnimuziðaðɨ
aninhado	ɐniɲaðu
aninhar	ɐniɲaɾ
aniquilar	ɐnikilaɾ
anjo	ɐ̃ʒu
anjos	ɐ̃ʒuʃ
ano	ɐnu
anoitecer	ɐnojtɨseɾ
anomalia	ɐnɔmɐliɐ
anormal	ɐnɔɾmaɫ
anos	ɐnuʃ
anotação	ɐnutɐsɐ̃w̃
anotador	ɐnutɐðoɾ
anotar	ɐnutaɾ
ânsia	ɐ̃sjɐ
ansião	ɐ̃siɐ̃w
ansim	ɐ̃sĩ
ansiosamente	ɐ̃sjɔzɐmẽtɨ
ansioso	ɐ̃sjozu
anta	ɐ̃tɐ
antanho	ɐ̃tɐɲu
antano	ɐ̃tɐnu
antebraço	ɐ̃tɨbɾasu
antecâmara	ɐ̃tɨkɐmɐɾɐ
anteontem	ɐ̃tjõtɐ̃j̃
anteontem	ɐ̃tjõtẽj̃
antepassado	ɐ̃tɨpɐsaðu
antepassados	ɐ̃tɨpɐsaðuʃ
antes	ɐ̃tɨʃ
anticonstitucionalissimamente	ɐ̃tikõʃtitusjunɐlisimɐmẽtɨ
anticultural	ɐ̃tikuɫtuɾaɫ
antífona	ɐ̃tifunɐ
antifonário	ɐ̃tifunaɾju
antiga	ɐ̃tiɣɐ
antigamente	ɐ̃tiɣɐmẽtɨ
antigo	ɐ̃tiɣu
antigos	ɐ̃tiɣuʃ
antiguidade	ɐ̃tiɣwiðaðɨ
antimonárquico	ɐ̃timunaɾkiku
antimoral	ɐ̃timuɾaɫ
antiquário	ɐ̃tikwaɾju
antitético	ɐ̃titɛtiku
antontem	ɐ̃tõtɐ̃j̃
antontem	ɐ̃tõtẽj̃
antropofagia	ãtɾopofaʒia
anual	ɐnuaɫ
anual	ɐnwaɫ
anuência	anuẽsja
anuir	ɐnwiɾ
anunciar	ɐnũsjaɾ
anzol	ɐ̃zɔɫ
ao	aw
aonde	ɐõdɨ
aos	awʃ
aosta	ɐɔʃtɐ
apagado	ɐpɐɣaðu
apagar	ɐpɐɣaɾ
apaixonado	ɐpajʃunaðu
aparafusar	ɐpɐɾɐfuzaɾ
aparato	ɐpɐɾatu
aparatoso	ɐpɐɾɐtozu
aparece	ɐpɐɾɛsɨ
aparecer	ɐpɐɾɨseɾ
apareceu	ɐpɐɾɨsew
aparecia	ɐpɐɾɨsiɐ
aparecimento	ɐpɐɾɨsimẽtu
aparência	ɐpɐɾẽsjɐ
aparentar	ɐpɐɾẽtaɾ
aparente	ɐpɐɾẽtɨ
aparição	ɐpɐɾisɐ̃w̃
apartamento	ɐpɐɾtɐmẽtu
apatetado	apatetadu
apavorado	ɐpɐvuɾaðu
apavorar	ɐpɐvuɾaɾ
apenas	ɐpenɐʃ
aperfeiçoar	ɐpeɹfejsoaɾ
aperrear	ɐpɨʁjaɾ
apertado	ɐpɨɾtaðu
apertando	ɐpɨɾtɐ̃du
apertar	ɐpɨɾtaɾ
aperto	ɐpeɾtu
aperto	ɐpɛɾtu
apesar	ɐpɨzaɾ
apetite	ɐpɨtitɨ
aplauso	ɐplawzu
aplicar	ɐplikaɾ
apócrifo	ɐpɔkɾifu
apoio	ɐpoju
apontar	ɐpõtaɾ
aporrinhação	apohiɲasɐ̃w̃
aportar	ɐpuɾtaɾ
após	ɐpɔʃ
aposentar	ɐpuzẽtaɾ
aposento	ɐpuzẽtu
aposentos	ɐpuzẽtuʃ
apóstolo	ɐpɔʃtulu
apóstolos	ɐpɔʃtuluʃ
aprazer	ɐpɾɐzeɾ
aprazível	ɐpɾɐzivɛɫ
apreciador	ɐpɾɨsjɐðoɾ
apreciar	ɐpɾɨsjaɾ
apreço	ɐpɾesu
apreço	ɐpɾɛsu
aprender	ɐpɾẽdeɾ
aprendiz	ɐpɾẽdiʃ
aprendizagem	ɐpɾẽdizaʒɐ̃j̃
apresentação	ɐpɾɨzẽtɐsɐ̃w̃
apresentado	ɐpɾɨzẽtaðu
apresentar	ɐpɾɨzẽtaɾ
apressado	ɐpɾɨsaðu
apressar	ɐpɾɨsaɾ
aprimorar	apɾimoɾaɾ
aprimorar	apɾimoɾaχ
aprofundar	ɐpɾufũdaɾ
aprontar	ɐpɾõtaɾ
apropriado	ɐpɾupɾjaðu
aprovado	ɐpɾuvaðu
aprovar	ɐpɾuvaɾ
aproveitar	ɐpɾuvɐjtaɾ
aproximação	ɐpɾɔsimɐsɐ̃w̃
aproximadamente	ɐpɾɔsimaðɐmẽtɨ
aproximar	ɐpɾɔsimaɾ
aproximou	ɐpɾɔsimow
apurar	ɐpuɾaɾ
aquário	ɐkwaɾju
aquela	ɐkɛlɐ
àquela	akɛlɐ
aquelas	ɐkɛlɐʃ
àquelas	akɛlɐʃ
aquele	ɐkelɨ
aqueles	ɐkelɨʃ
àqueles	akelɨʃ
aquém	akɐ̃j̃
aquém	akẽj̃
aqui	ɐki
aquilo	ɐkilu
àquilo	akilu
ar	aɾ
árabe	aɾɐβɨ
arábico	ɐɾaβiku
arado	ɐɾaðu
aragem	ɐɾaʒɐ̃j̃
aragem	ɐɾaʒẽj̃
arame	ɐɾɐmɨ
arando	ɐɾɐ̃du
aranha	ɐɾɐɲɐ
arar	ɐɾaɾ
arau	ɐɾaw
araújo	aɾauʒu
arbitramento	ɐɾβitɾɐmẽtu
árbitro	aɾβitɾu
arborizar	ɐɾβuɾizaɾ
arbusto	ɐɾβuʃtu
arca	aɾkɐ
arcabuz	aɾkɐbuʃ
arcanjo	ɐɾkɐ̃ʒu
arcano	ɐɾkɐnu
archote	ɐɾʃɔtɨ
arco	aɾku
ardente	ɐɾdẽtɨ
arder	ɐɾdeɾ
ardina	ɐɾðinɐ
ardor	ɐɾðoɾ
ardósia	aɾdɔziɐ
ardósia	aχdɔzjɐ
área	aɾjɐ
arena	ɐɾenɐ
ares	aɾɨʃ
arezzo	ɐɾɛtɨsu
arganil	ɐɾɣɐniɫ
argila	ɐɾʒilɐ
argola	aɾɡɔla
argola	aʁɡɔla
arguido	ɐɾɣwiðu
arguir	ɐɾɣwiɾ
argumentação	ɐɾɣumẽtɐsɐ̃w̃
argumentador	ɐɾɣumẽtɐðoɾ
argumentar	ɐɾɣumẽtaɾ
argumentista	ɐɾɣumẽtiʃtɐ
arma	aɾmɐ
armação	ɐɾmɐsɐ̃w̃
armada	ɐɾmaðɐ
armado	ɐɾmaðu
armador	ɐɾmɐðoɾ
armamar	ɐɾmɐmaɾ
armamentista	aɾmamẽtʃista
armamentista	aʁmamẽtʃijʃta
armamento	ɐɾmɐmẽtu
armar	ɐɾmaɾ
armário	ɐɾmaɾju
armas	aɾmɐʃ
armazém	ɐɾmɐzɐ̃j̃
armazenar	ɐɾmɐzɨnaɾ
arménia	ɐɾmɛniɐ
arménia	ɐɾmɛnjɐ
arminho	ɐɾmiɲu
aro	aɾu
aroma	ɐɾomɐ
arouca	ɐɾowkɐ
arpão	ɐɾpɐ̃w̃
arqueiro	aɾkɐjɾu
arquipélago	ɐɾkipɛlɐɣu
arquitetura	ɐɾkitɛtuɾɐ
arrabalde	ɐʁɐβaɫðɨ
arraiolos	ɐʁɐjɔluʃ
arrais	ɐʁajʃ
arrancar	ɐʁɐ̃kaɾ
arranhar	ɐʁɐɲaɾ
arranjado	ɐʁɐ̃ʒaðu
arranjar	ɐʁɐ̃ʒaɾ
arranjo	ɐʁɐ̃ʒu
arrastado	ɐʁɐʃtaðu
arrastando	ɐʁɐʃtɐ̃du
arrastar	ɐʁɐʃtaɾ
arrazoar	ɐʁɐzwaɾ
arrebentar	ɐʁɨβẽtaɾ
arrebol	ɐʁɨβɔɫ
arrecadar	ɐʁɨkɐðaɾ
arredores	ɐʁɨðɔɾɨʃ
arrefecer	ɐʁɨfɛseɾ
arrefecimento	ɐʁɨfɛsimẽtu
arregaçar	ɐʁəɡɐsaɾ
arregalar	ɐʀɘɡɐlaɾ
arregimentar	aʁeʒimẽtaɾ
arregimentar	aʁeʒimẽtaʁ
